USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.1  0.1  26004 16544 ?        Ss   12:08   0:01 /usr/lib/systemd/systemd --switched-root --system --deserialize=53 splash
mudassar    5390  1.4  2.3 55642616 363296 ?     Sl   12:09   0:13 /opt/google/chrome/chrome
mudassar    5397  0.0  0.0  16244  7068 ?        S    12:09   0:00 cat
mudassar    5398  0.0  0.0  16244  7476 ?        S    12:09   0:00 cat
mudassar    5400  0.0  0.0 54550340 3908 ?       Sl   12:09   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/mudassar/.config/google-chrome/Crash Reports --metrics-dir=/home/mudassar/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 26.04 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=151.0.7922.137 --initial-client-fd=5 --shared-client-connection
mudassar    5402  0.0  0.0 54541104 3544 ?       Sl   12:09   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/mudassar/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 26.04 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=151.0.7922.137 --initial-client-fd=4 --shared-client-connection
mudassar    5410  0.0  0.4 54971980 66592 ?      S    12:09   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable
mudassar    5411  0.0  0.4 54971968 66656 ?      S    12:09   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable
mudassar    5413  0.0  0.1 54971992 19248 ?      S    12:09   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable
mudassar    5442  1.1  1.1 55366220 177588 ?     Sl   12:09   0:10 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable --gpu-preferences=YAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAASAAAAAAAAAABAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAMAAAAAAAAAAwAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAMAAAAAQAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=4,i,8656573470513976990,18095350498958549379,262144 --field-trial-handle=3,i,4514776990773428639,6742434939088207001,262144 --disable-features=EyeDropper --variations-seed-version=20260815-030035.901000-production --pseudonymization-salt-handle=7,i,13018621491505626014,12288355564505943621,4 --trace-process-track-uuid=3190708988185955192
mudassar    5446  0.5  1.0 55777852 171388 ?     Sl   12:09   0:04 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9932231599821115054,5384251902082957799,524288 --field-trial-handle=3,i,4514776990773428639,6742434939088207001,262144 --disable-features=EyeDropper --variations-seed-version=20260815-030035.901000-production --pseudonymization-salt-handle=7,i,13018621491505626014,12288355564505943621,4 --trace-process-track-uuid=3190708989122997041
mudassar    5447  0.0  0.5 522920 82524 ?        Sl   12:09   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.7WEEU3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
mudassar    5460  0.0  0.3 55030540 58680 ?      Sl   12:09   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7710299073293559832,17153175744472334203,524288 --field-trial-handle=3,i,4514776990773428639,6742434939088207001,262144 --disable-features=EyeDropper --variations-seed-version=20260815-030035.901000-production --pseudonymization-salt-handle=7,i,13018621491505626014,12288355564505943621,4 --trace-process-track-uuid=3190708990060038890
mudassar    5476  0.0  0.0 253868 13592 ?        Ssl  12:09   0:00 /usr/libexec/gsd-xsettings
mudassar    5483  0.0  0.6 1027216 98616 ?       Sl   12:09   0:00 /usr/libexec/mutter-x11-frames
mudassar    5518  0.0  0.8 1518382792 135456 ?   Sl   12:09   0:00 /opt/google/chrome/chrome --type=renderer --top-chrome-webui --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1786950480046691 --launch-time-ticks=113814507 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18434665481995697005,4296800950453944880,2097152 --field-trial-handle=3,i,4514776990773428639,6742434939088207001,262144 --disable-features=EyeDropper --variations-seed-version=20260815-030035.901000-production --pseudonymization-salt-handle=7,i,13018621491505626014,12288355564505943621,4 --trace-process-track-uuid=3190708990997080739
mudassar    5521  0.0  0.4 524044 67824 ?        Sl   12:09   0:00 /usr/libexec/ibus-x11
mudassar    5623  0.6  1.0 1518409116 161968 ?   Sl   12:09   0:06 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1786950480046691 --launch-time-ticks=114120213 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18040454159911716113,14993746010251065381,2097152 --field-trial-handle=3,i,4514776990773428639,6742434939088207001,262144 --disable-features=EyeDropper --variations-seed-version=20260815-030035.901000-production --pseudonymization-salt-handle=7,i,13018621491505626014,12288355564505943621,4 --trace-process-track-uuid=3190708993808206286
mudassar    5677  1.7  1.5 1520413292 245220 ?   Sl   12:10   0:16 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1786950480046691 --launch-time-ticks=130597721 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5910741014200843085,494390660039345003,2097152 --field-trial-handle=3,i,4514776990773428639,6742434939088207001,262144 --disable-features=EyeDropper --variations-seed-version=20260815-030035.901000-production --pseudonymization-salt-handle=7,i,13018621491505626014,12288355564505943621,4 --trace-process-track-uuid=3190708996619331833
mudassar    5688  0.0  0.5 1518331456 78632 ?    Sl   12:10   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5400 --enable-crash-reporter=63aa172a-4580-4cba-8c82-7590fcb8b394, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1786950480046691 --launch-time-ticks=133575588 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7648059011165676819,13083597273299068263,2097152 --field-trial-handle=3,i,4514776990773428639,6742434939088207001,262144 --disable-features=EyeDropper --variations-seed-version=20260815-030035.901000-production --pseudonymization-salt-handle=7,i,13018621491505626014,12288355564505943621,4 --trace-process-track-uuid=3190708997556373682
root        5894  0.0  0.0      0     0 ?        I    12:17   0:00 [kworker/6:0-events]
root        5963  0.0  0.0      0     0 ?        I    12:20   0:00 [kworker/2:0-events]
root        5977  0.0  0.0      0     0 ?        I<   12:22   0:00 [kworker/u33:1]
root        5992  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/3:1-cgroup_free]
root        5999  0.0  0.0      0     0 ?        I    12:24   0:00 [kworker/6:1]
root        6005  0.0  0.0      0     0 ?        I    12:24   0:00 [kworker/u32:0-events_power_efficient]
mudassar    6018 33.3  0.0  12636  4808 pts/0    R+   12:25   0:00 ps aux
